id,name,price,pages,author_id,publisher_id,content,img,category_id,dayopt,language,description,priority,bookActive,isbn,ratedusers,rating,publishdate,author,publisher,cat,catmodel,taglink_id,tag_id_x,tag_id_y,tag
116,"Songs of Innocence, and Songs of Experience",0.0,63,86,18,media/epubs/88.epub,media/bookimages/88.jpeg,17,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Songs of Innocence and of Experience is a collection of poems by William Blake. This is an important publication for those who are fans of the writings of William Blake, and should not be passed up by students or scholars of poetry. Make sure to add this edition to your William Blake poems and continue to discover the beauty and mystery to Blake's writings for longtime fans and for those discovering his work for the first time.</span><br></p>",7,bookActive,,0,0.0,1999-10-01,William Blake,None,Short Stories & Poetry,3month,"[4, 29]","[4, 29]","[4, 29]","['Language and Literature', 'Poetry']"
134,Glimpses of Bengal ,0.0,73,96,18,media/epubs/106.epub,media/bookimages/106.jpg,17,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p>Glimpses of Bengal” is a delightful and must-read collection of letters written in the 1890s, by Nobel Laureate Rabindranath Tagore, as he traveled across Bengal to manage his family’s far-flung agricultural estates. Traveling in his houseboat, up and down the Padma River and its many tributaries, Tagore vividly captures the breathtaking imagery of the Bengali countryside and the reticent grace of the day-to-day village life. Sometimes humorous, sometimes poignant, the settings in these letters formed the backdrop of many of his poems and plays (e.g. The Post Office).&nbsp;&nbsp;<br></p>",7,bookActive,,0,0.0,2005-04-01,Rabindranath Tagore,None,Short Stories & Poetry,3month,"[28, 29, 59, 62, 80]","[28, 29, 59, 62, 80]","[28, 29, 59, 62, 80]","['Classical', 'Poetry', 'Biography', 'Travelers', 'History']"
141,Ancient Ballads and Legends of Hindustan ,0.0,118,102,18,media/epubs/113.epub,media/bookimages/113.jpg,17,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Toru Dutt (1856 ù1877) was an Indian poet who wrote in English and French. At the time of her death, she left behind two unpublished novelsÚ Le Journal de Mademoiselle dŽArvers (thought to be the first novel in French by an Indian writer) and Bianca, or the Young Spanish Maiden (thought to be the first novel in English by an Indian woman writer)Úin addition to an unfinished volume of original poems in English, Ancient Ballads and Legends of Hindustan. The Table of Contents includes Savitr, Lakshman, Jogadhya Uma, The Royal Ascetic and the Hind, Dhruva, Buttoo, Sindhu, Prahlad, S ta. Near Hastings, FranceÚ1870, The Tree of Life, On the Fly-Leaf of Erckmann-Chatrian's novel entitled Madame Th r se, SonnetÚBaugmaree, SonnetÚThe Lotus, and Our Casuarina Tree.</span><br></p>",7,bookActive,,0,0.0,2007-10-29,Toru Dutt,None,Short Stories & Poetry,3month,"[4, 64, 81]","[4, 64, 81]","[4, 64, 81]","['Language and Literature', 'Indian Tale', 'Folklore ']"
154,Hindustani Lyrics,0.0,65,113,18,media/epubs/126.epub,media/bookimages/126.jpg,17,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The English version of the poetry Sufi: Hazrat Inayat Khan reflects his deep love for these outpouring of the heart and his affection for his peers on the Path. The English rendering is typical of the outgoing Victorian Age. But even today its devotional nature and blossoming description seem to be apt to the rich flowering of the Urdu original.</span><br></p>",7,bookActive,,0,0.0,2006-02-07,Inayat Khan and Jessie Duncan Westbrook,None,Short Stories & Poetry,3month,"[4, 67]","[4, 67]","[4, 67]","['Language and Literature', 'Romance ']"
158,Nala and Damayanti and Other Poems ,0.0,168,117,18,media/epubs/130.epub,media/bookimages/130.jpg,17,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.</span><br></p>",6,bookActive,,0,0.0,2006-10-12,Henry Hart Milman,None,Short Stories & Poetry,3month,"[29, 64]","[29, 64]","[29, 64]","['Poetry', 'Indian Tale']"
161,The Golden Threshold ,0.0,60,120,18,media/epubs/133.epub,media/bookimages/133.jpeg,17,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">A collection of poems by Sarojini Naidu (1879-1949) was known as Bharatiya Kokila (The Nightingale of India) and was a child prodigy, freedom fighter, and poet. Naidu was the first Indian woman to become the President of the Indian National Congress and the first woman to become the governor of a state in India. She is also well acclaimed for her contribution to poetry. Her poetry had beautiful words that could also be sung. Her collection of poems was published in 1905 under the title The Golden Threshold.</span><br></p>",7,bookActive,,0,0.0,1996-10-01,Sarojini Naidu,None,Short Stories & Poetry,3month,"[29, 64]","[29, 64]","[29, 64]","['Poetry', 'Indian Tale']"
54,Jane Eyre: An Autobiography,0.0,504,32,18,media/epubs/26.epub,media/bookimages/26.jpg,11,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">“Do you think, because I am poor, obscure, plain and little,&nbsp;</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">I am soulless and heartless? You think wrong!”</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">From a tragic childhood when she is abused physically and emotionally by her inhuman Aunt Reed to a youth when she falls in love with Edward Rochester—her Byronic employer at Thornfield where she works as a governess—only to learn on their wedding day about his lunatic wife, the passionate and principled Jane Eyre endures many a hardships and oppression.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">And after she leaves Thornfield, reduced to destitution, the Rivers family becomes her benefactor.&nbsp;</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">What happens when St. John Rivers,&nbsp;</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">her cold clergyman-cousin, proposes to her?</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Will she accept his proposal or return to Rochester?</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Addressed to ‘the reader,’ Charlotte Brontë’s Jane Eyre became a sensation shortly after its publication. a Bildungsroman, it follows and explores the emotions of the eponymous character while deftly stitching the motifs from Gothic fiction with romanticism to create an exceptional Victorian novel.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Adapted into various art forms, this masterpiece continues to dazzle its readers.</span><br></p>",7,bookActive,,0,0.0,1998-03-01,Charlotte Brontë,None,Biographies & Memoirs,3month,"[4, 5, 6]","[4, 5, 6]","[4, 5, 6]","['Language and Literature', 'Young women -- Fiction', 'Love stories']"
133,My Reminiscences ,0.0,264,96,18,media/epubs/105.epub,media/bookimages/105.jpg,11,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">My Reminiscences (1911) was written when Tagore was fifty. It is an account of the first twenty-seven formative years of his life. Rather than a conventional autobiography, it is a series of 'memory pictures'. Born into a brilliant and highly aristocratic family, Tagore was the most dazzling instance of the benefits of the cultural collision between the Bengal Renaissance and the high noon of the British Empire. W. B. Yeats called My Reminiscences 'a rich and most valuable work. ‘Written with wit, wisdom and more than a little self-mockery, it gives a unique and enduring insight into the life of this great literary genius.</span><br></p>",8,bookActive,,0,0.0,2007-08-02,Rabindranath Tagore,None,Biographies & Memoirs,3month,"[4, 28, 59]","[4, 28, 59]","[4, 28, 59]","['Language and Literature', 'Classical', 'Biography']"
58,"Narrative of the Life of Frederick Douglass, an American Slave ",0.0,46,36,18,media/epubs/30.epub,media/bookimages/30.jpg,6,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p style=""margin-bottom: 14px; padding: 0px; color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><strong>Unabridged</strong>&nbsp;value reproduction of&nbsp;<strong><em>Narrative of the Life of Frederick Douglass</em></strong><em>.&nbsp;</em>The passionate man labeled as the ""most influential African American of the nineteenth century."" This is his voice. This is his story.</p><p style=""margin-top: -4px; margin-bottom: 14px; padding: 0px; color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Eleven chapters give the factual account of his life up to that point.&nbsp;<strong><em>""</em></strong>My mother was named Harriet Bailey."" ""My father was a white man."" ""I have had two masters."" .."".my escape from slavery.""</p><p style=""margin-top: -4px; margin-bottom: 0px; padding: 0px; color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Read of his inspirational life in this unabridged, affordably printed volume.</p>",7,bookActive,,0,0.0,2006-06-12,Douglass,None,Biographies,3month,"[10, 52, 54]","[10, 52, 54]","[10, 52, 54]","['Historical fiction', 'Short Story', 'Abolitionists']"
85,Autobiography of Benjamin Franklin ,0.0,46,60,18,media/epubs/57.epub,media/bookimages/57.jpg,6,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p style=""margin-bottom: 14px; padding: 0px; color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><strong><em>The Autobiography of Benjamin Franklin</em></strong><em>.</em> This classic is a must read because Franklin writes as if the reader is right there with him, relating his story, feeling his success and his pains.</p><p style=""margin-top: -4px; margin-bottom: 14px; padding: 0px; color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The writing is an honest self-evaluation of the man who drafted the Declaration of Independence and negotiated the peace treaty with Britain.</p><p style=""margin-top: -4px; margin-bottom: 0px; padding: 0px; color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Read of his inspirational life in this slim volume with full text at an affordable price.</p>",7,bookActive,,0,0.0,2006-12-28,Benjamin Franklin,None,Biographies,3month,"[4, 10, 59]","[4, 10, 59]","[4, 10, 59]","['Language and Literature', 'Historical fiction', 'Biography']"
